#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	spl
#open	2021-05-09-13-37-16
#fields	uid	orig_spl	resp_spl	orig_spt	resp_spt
#types	string	vector[count]	vector[count]	vector[double]	vector[double]
CXr7L6cOZbIauwbRg	40,240,256	40,416,96	0.0,1.429757,0.001304	0.0,0.075274,0.0
CkujKW1s4UoProjKHe	40	40	0.0	0.0
C0nOMwLaaOdXk9ix1	40	40	0.0	0.0
Cjmzob2TGAMpyjlt06	40	40	0.0	0.0
C9mOLmvwzbWWXIZ	40	40	0.0	0.0
CpYEvt41Mt0v2AlLNg	40	40	0.0	0.0
CjNBmS3jqrKVpwNcpl	40	40	0.0	0.0
Cet6oSyR6Rya6l0A5	40	40	0.0	0.0
CsvIQJ2GM7y5jQzf3d	40	40	0.0	0.0
CjQoEX7bGuFtjfsTf	40	40	0.0	0.0
CfFDgvjVvVNyxP6ig	40	40	0.0	0.0
CE3lFb1d8wfYOy5fm2	40	40	0.0	0.0
C2itV210j4tKA7K5Kc	40	40	0.0	0.0
Cg0h0f4pVWyrIpjaN8	40	40	0.0	0.0
C3dQdo3UBTVUKXYbib	40	40	0.0	0.0
CCe7lD38IXoBW2jbc8	40	40	0.0	0.0
CZJgRJ2QRa7Ipe8jQh	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.054074	0.0,0.229919,0.384341,0.001661,0.00133,0.001962,0.001994,0.003986,0.227846,0.134885,0.029406,0.081445,0.00328,0.001952,0.206973,0.001775,0.190127,0.048371,0.000899,0.002066
Cewlwn3zI2awWTIH26	40	40	0.0	0.0
CSaX302HqGYvQFGsL3	36	36	0.0	0.0
Cx1IJp2UgbI2UWgTC7	40	40	0.0	0.0
CWFSnV2NGWn2HcV2O7	40	40	0.0	0.0
C2BZZN27K4OvBV7ZS6	40	40	0.0	0.0
Cb7NO61RGYy5WrANJ5	40	40	0.0	0.0
CcaVEb4JCPrJXCyRZc	40	40	0.0	0.0
Cg1s0u4p59KYXrqgDe	40	40	0.0	0.0
CHXFIi0iUtvOwNMp2	40	40	0.0	0.0
Cy27sX1v6MFGl4L5ya	40	40	0.0	0.0
CLLPYg3anuw4lPodR2	40,368,408	40,344,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408	0.0,0.064072,0.082464	0.0,0.21993,0.429705,1.276063,0.199687,0.004451,0.372637,0.002165,0.576917,0.003851,0.762125,0.384181,0.383135,0.767589,0.202862
Cf8xYYcG5ypg8i04h	40	40	0.0	0.0
CT0SKX2uaD8HGNIXzh	40	40	0.0	0.0
C4zpW52vzMeOjRBGL	40	40	0.0	0.0
CXsztp3HCNDs7P8E4b	40	40	0.0	0.0
C8hEqm2KST9kXt12Pe	40	40	0.0	0.0
C9SVXb2jkeggkeAzg6	40	40	0.0	0.0
C1Z9Yg4L7UqEwB7795	40	40	0.0	0.0
CjJeC01dr8N2FwNKm3	40	40	0.0	0.0
CCQtRFU8quDSQZH4g	40	40	0.0	0.0
CNiLpSJrgBO4ZjH1e	40	40	0.0	0.0
CvVgHYu1ypMP08Pj8	40	40	0.0	0.0
CxVqiO1RhVJNk3WLy4	40	40	0.0	0.0
CEIzaF4GSlDgBWLvql	40	40	0.0	0.0
CMdquv2G7zpXqJgtma	40,256	40,384	0.0,0.085505	0.0,0.309912
Cg5Vkm1Nl3ZzZ9wn94	40	40	0.0	0.0
CrqenG1ZUHvJr77bjc	40	40	0.0	0.0
CmTBcl2xAo4I0iyCWj	40	40	0.0	0.0
CVRJrplc5zHCzLTm7	40	40	0.0	0.0
CN3Pjk2OJzaJ9Bgal	40	40	0.0	0.0
CQnvwS1mWdiHY8Ft8c	40	40	0.0	0.0
CwDa8M2TbXvTQbuWul	40	40	0.0	0.0
CsxpgU3YbCeEA8IBfd	40	40	0.0	0.0
CzLSp9259Ft7xnSGqg	40	40	0.0	0.0
C6RGY61xjyX7duCvmh	40	40	0.0	0.0
CiGHPU1fEWLf7JscT5	36	36	0.0	0.0
COfg29XrfP0YOGW3h	40	40	0.0	0.0
CfRWL11tuYznHSNfVk	40	40	0.0	0.0
C9Ikrw4fp8D4qLgiVi	40	40	0.0	0.0
CEVqce1VOYQSlTYEY9	40	40	0.0	0.0
C5U0fb20ZfKyxUJ3ri	40	40	0.0	0.0
CJsrqWwxCFgTgZzfg	40	40	0.0	0.0
CEcqcF2UGYCozPUTH7	40	40	0.0	0.0
CS42UwknNrqYfc0i1	40	40	0.0	0.0
CG5tsg1dzUWMsoLmN2	40	40	0.0	0.0
CIVpLs3gmn2gU781eg	40,400	40,496	0.0,3.322984	0.0,0.10478
CUVe9y4rrYqtZD1X1k	40,304	40,392	0.0,6.32068	0.0,0.396436
Cz0SP94MHoDeTQmWpg	40	40	0.0	0.0
C4eYjm1gbj7F7ukUOg	40,488,464	40,584,1392,1352,584,1392,112	0.0,0.05591,1.623173	0.0,0.067364,0.000729,0.000022,0.041818,0.000317,0.00067
CnhQbSbzfKZpfCw34	40	40	0.0	0.0
CX5Rxc34HNafFMzJVj	40	40	0.0	0.0
Cno7kmaE2TkhapJ48	40	40	0.0	0.0
CHZQ3d1TJFAAIOiu1i	40	40	0.0	0.0
CQ71oy190rX5gojDEj	40	40	0.0	0.0
CB44bc2UuCRloktuX	36	36	0.0	0.0
CACXqN3i77c9IlElX4	40	40	0.0	0.0
CTKAreMTuaF8m2ZL3	40	40	0.0	0.0
Cz9qZyCOMNPQ3Febe	40	40	0.0	0.0
CsbosC3cyJScEC9tba	40	40	0.0	0.0
Cc4Ko21uIlPgwcj7Ng	40	40	0.0	0.0
CKU0EBFCGrIwUN6h5	40	40	0.0	0.0
CLj1eGcpYlpyPIhZ9	40	40	0.0	0.0
CVR5Km13mDglHfyFIf	40	40	0.0	0.0
Cp4bXt1FQ9L01iBfc4	40	40	0.0	0.0
CzuGtn34DpNT4OqLfd	40	40	0.0	0.0
CVuq0o3Rj6Lcmn2K68	36	36	0.0	0.0
Cu5rNvCtkUtmgHqPi	40	40	0.0	0.0
CVxEgr3mN5VXmqhOy2	40	40	0.0	0.0
C7AjKc43qOY7spej5d	40	40	0.0	0.0
CmLmDB4QvnrdUSPCZ1	40	40	0.0	0.0
CvItwkZqdgWv5mOUg	40	40	0.0	0.0
CWZwAp2kl4IIrlvVtg	40	40	0.0	0.0
CJrMSmqOfSIaAD1E9	40	40	0.0	0.0
CEpymM1HtxFxaPq5Vl	40	40	0.0	0.0
CIMbGVliseh8a4ADg	40	40	0.0	0.0
C76Mwv2l6PR15OIQ6k	40	40	0.0	0.0
CBmqDcq1DaNhSDsj7	40	40	0.0	0.0
C9bpAn4t5yN9BA0xS3	40	40	0.0	0.0
CVgQDG4l5psLEjQ8Xk	40	40	0.0	0.0
COjOq82DLg38AOUwqe	40	40	0.0	0.0
CX5Zsw3b3xBjw7EWc7	40	40	0.0	0.0
C0PHnP2aokm4VHbdMg	40	40	0.0	0.0
CPSh093qttch5IjEMa	40	40	0.0	0.0
CRGlBS1GzT4GH235Bc	40	40	0.0	0.0
CIHCuP3dARkKOVaFKb	40	40	0.0	0.0
CTeuW61Ga2kMfJNKo1	40	40	0.0	0.0
ClUNK12cg1fqOjlX2h	40	40	0.0	0.0
C59s3B38y707Qy5j8f	40	40	0.0	0.0
CrDYat28HAoiu5t1ok	40	40	0.0	0.0
CE42zc14s2WpO7HnU2	40	40	0.0	0.0
CRHWGa1dSL1YUNoeS8	40	40	0.0	0.0
CCTvDe4mT19bEUP1Yg	40	40	0.0	0.0
CWImoG2HbqSrTjLgK9	40	40	0.0	0.0
CZjXnl1c49reI9aAeb	40	40	0.0	0.0
Cw0UXp1PiCiD8BkPb2	40	40	0.0	0.0
C1aeVJ1nAp3fSWCfui	40	40	0.0	0.0
CDB0Li1sniUL5G7Tag	40	40	0.0	0.0
CRIBDh31q7vE1nbIr	40	40	0.0	0.0
CCcsZs4W6oYHj9smSg	40	40	0.0	0.0
CpP88TIA5IivNnWr4	40	40	0.0	0.0
Cdcooh1UACM1VgWR82	36	36	0.0	0.0
Cd3hWC1e6jXR7YpPci	40	40	0.0	0.0
C6uohy205PnmQRz26k	40	40	0.0	0.0
CDxbt41SlntRFTndAj	40	40	0.0	0.0
CZBx2m222YBDMuLXQ4	40	40	0.0	0.0
CHYlAM2jEQvXjkEb39	40	40	0.0	0.0
CPHNig1ZlViGcrImti	40	40	0.0	0.0
ChxDAP1OnR7xf1B3C7	40	40	0.0	0.0
CMb8lo2ZQzS3x5TuH	40	40	0.0	0.0
CSG9M51kon1bLZm4Jg	40	40	0.0	0.0
C79RwwGnSaJlywW3f	40	40	0.0	0.0
CcHJUY1HoJvdTohPYf	40	40	0.0	0.0
Cn5fYCvgVpbbnrdo6	40	40	0.0	0.0
CDffmp3PRdH001YBb5	40	40	0.0	0.0
Ce9WFN1usVnh1EkC0a	40	40	0.0	0.0
CEetSg1m4StUUo0Ivc	40	40	0.0	0.0
ClSAw81XDcchinVH3l	40	40	0.0	0.0
CqpdKgySHUxbubd8	40	40	0.0	0.0
CL0RIKhiII6aT4nz	40	40	0.0	0.0
COASLw1mxLxlKmqaJ2	40	40	0.0	0.0
CXD8D02UUasDDGBZ7k	40	40	0.0	0.0
ChVJQPhnXTuWQ5tgl	40	40	0.0	0.0
CFtHOf4mJ8DkskJLs6	40	40	0.0	0.0
C0hCSG2Gz16E2Me3M	40	40	0.0	0.0
CNwlBH2Rbw7ifuiMRd	40	40	0.0	0.0
Cxndz56uTHRuNaUbk	36	36	0.0	0.0
Cj9pyb3olGYE6an74	40	40	0.0	0.0
CXMWQCvbzQrx0f66l	40	40	0.0	0.0
CWjCsu4srCAbVPpwbl	40	40	0.0	0.0
C9JKsL20kPoscfWJe7	40	40	0.0	0.0
C7ZkEC13jx3F2oezD7	40	40	0.0	0.0
CaX9Rs2WgaUUEldCW2	40	40	0.0	0.0
CE56uo1AUaVRWzH2Dj	40,408	40,680,4104	0.0,0.148651	0.0,0.046614,0.00008
CzzxoR18E5ZvOMES3e	40	40	0.0	0.0
CZm9Hq1djXfUc08dbj	40	40	0.0	0.0
CXn3PtwiguBWn1GCa	40,240	40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.031776	0.0,0.978804,0.004662,0.001658,0.002084,2.114037,0.003158,0.003768,0.001998,0.003986,0.001996,0.108008,0.003254,0.00173,0.004003,0.001972,0.667118,0.004973,0.001977,0.004992
CovX6gYxEoB8xRPT	40	40	0.0	0.0
CfUNjQNPQSw4qqNm1	40	40	0.0	0.0
CAV0vS29IBfPrmpuIj	40	40	0.0	0.0
CQY74e3l15LaiFhCzl	40	40	0.0	0.0
CriBaf2dy0dsZzk1Bh	40	40	0.0	0.0
CGpjN81G5iaVHS2iF3	40	40	0.0	0.0
CgVygW2vBpyUAxxJUk	40	40	0.0	0.0
Ca5VRc2RRlV5w6jjn7	40	40	0.0	0.0
C3hvg02vAXjTEhaGF1	40	40	0.0	0.0
C6lYJJ2U57ITyuDKBg	40	40	0.0	0.0
CiBccb3Nd07r7DMD55	40	40	0.0	0.0
CnP4aIlMoIxC4WLTh	40	40	0.0	0.0
CDavV43ouguszIHCvl	40	40	0.0	0.0
C4NxiH2QxXlbHJwiI4	40	40	0.0	0.0
CTTw6W2sUu49BhNld7	40	40	0.0	0.0
CdLSe013Psoe1xeq77	40	40	0.0	0.0
C0mV0V16eo8H3JxWu2	40	40	0.0	0.0
CACVrSOUP4mnZlHh2	40	40	0.0	0.0
CPpkObwy4cDVee2V3	40	40	0.0	0.0
Cal4cO1j2c3HLgxdw2	40	40	0.0	0.0
CNUFtrm4B1pskaSv2	40	40	0.0	0.0
CHrtEjcY8jLEnfGGi	40	40	0.0	0.0
CA30k11WOxMA5TdoF4	40	40	0.0	0.0
Cq0ugzsFVCR4WN2w6	40	40	0.0	0.0
Clb6H031UDhJdDkCdb	40	40	0.0	0.0
CeH4QZ1JK01kiujsE2	40	40	0.0	0.0
CUS9zx3cIDtaGxUJN1	40	40	0.0	0.0
CmWZ6eEUuiy36V5T	40	40	0.0	0.0
C5pbk413OHtIu8QCVg	40	40	0.0	0.0
CEGtTHq5I1THVSqv2	40	40	0.0	0.0
CT3GKfH3xWNHytlP2	40	40	0.0	0.0
C8nSxn2u8hq1AfSiUe	40	40	0.0	0.0
C5qMeY2hMB9zYGGae8	40	40	0.0	0.0
CIcvpN1bewzqhJes87	40	40	0.0	0.0
CriSRH2gDIvthJ1EDf	40	40	0.0	0.0
CyrHX7FQFU55aq2Cj	40	40	0.0	0.0
C6cpfB1A4zdQzsg9rb	40	40	0.0	0.0
Ci0buN1jdTqnRWR5Hh	40	40	0.0	0.0
Cs3hc24ch4mFDKZpfl	40	40	0.0	0.0
Ca6o0N2AhztCqb8nsa	40	40	0.0	0.0
CgYzxO1EhdnCdU4Zfi	40	40	0.0	0.0
CV2rY31CskMs6R8CDb	40	40	0.0	0.0
CwLEGM3rtSY9vfS7N1	40	40	0.0	0.0
Cg0Lss1siL1J2Adn0c	40	40	0.0	0.0
CwNfjH1oLoRKippLPg	40	40	0.0	0.0
CByiSk3vvZsU8gLmue	40	40	0.0	0.0
CNCscn3VErnuhntKmb	40	40	0.0	0.0
CpS8qK1ghbcbXIJfLa	40	40	0.0	0.0
CqoKC13lLwLu9x7GZ9	40,320	40,4216,600	0.0,0.190502	0.0,0.020581,0.000012
CYdN6C2QC2OUfhtC7	40	40	0.0	0.0
CxuZ8o3mWrkzPkYQoe	40	40	0.0	0.0
COOrB343o3pAF9ZxR3	40	40	0.0	0.0
CYwVPf1Giq4bd94HVf	40	40	0.0	0.0
C7Bd0i339zt4kw6nX2	40	40	0.0	0.0
CnK7vu2dPPOvZvbGT	40	40	0.0	0.0
C3FqMu1mjnLaq8gOb3	40	40	0.0	0.0
Cj2VbQ3W5rqxXIEGB6	40	40	0.0	0.0
CbpiSyKkwEonoPjrj	40	40	0.0	0.0
C5ysfc2EuEPejUrXK8	40	40	0.0	0.0
CK7j1d1R8WME50IGQ6	40	40	0.0	0.0
CVXryJyMtPUjeh6M	40	40	0.0	0.0
CPZuvu2ZmTQLbcdcSc	40	40	0.0	0.0
CLZsLy15kRc7oJ1MO	40	40	0.0	0.0
CdogTp7ctrbv4WrL5	40	40	0.0	0.0
CXgUS7dItyx7X5oqi	40	40	0.0	0.0
CiN8IS2BQ0q22BCSt3	40	40	0.0	0.0
CNXxwG1uL4PRqYbGJf	40	40	0.0	0.0
CR6UeF3SZl48CbHnr8	40	40	0.0	0.0
Crn3PS2Ea6mFCiqct1	40	40	0.0	0.0
CzbzA439Xvl3mqmAD7	36	36	0.0	0.0
Caqy024Qj0hbe5Pdv9	40	40	0.0	0.0
CtPEc01rEnjNdDajwb	32,162	32,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400	0.0,0.044946	0.0,0.430233,0.004001,0.211102,0.210906,0.004073,0.004028,0.206936,0.004061,0.006194,0.003708,0.200053,0.004235,0.003734,0.003968,0.19755,0.003786,0.003708,0.003982,0.004011
CtgNus3ultNqZmZRI8	40	40	0.0	0.0
C2q5Ml4sAmsDok7G85	40	40	0.0	0.0
CQxqtR150UVf6Ruqk5	40	40	0.0	0.0
CPFiqP3q5G61pDcw78	40	40	0.0	0.0
CywmOGoQniTQNNCk8	40	40	0.0	0.0
CY6ysQ2wx4InVmhCmj	40	40	0.0	0.0
C0uKbgrsxXREcKN87	40	40	0.0	0.0
Cc5sOp3oc9XvhgvExg	40	40	0.0	0.0
CeazZQwCAQeeum3gc	40	40	0.0	0.0
CQKzfl3x9ouN6WB9Pc	40	40	0.0	0.0
Cp8X8B1OJH1xyeSCT9	40	40	0.0	0.0
C9RiUw1cvpKIgiVmZ5	40	40	0.0	0.0
Cdu1jQ1TVr5lQOAv5b	40	40	0.0	0.0
Cs96fm36goj7Lk0BY5	40,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160	40,360,376,360,376,376,376,360,376,360,376,376,376,376,376,360,376,376,360,360	0.0,4.388736,2.864,1.120609,1.1665,1.1537,1.123638,1.115754,1.106682,1.120227,1.107827,1.118468,1.124426,1.180295,1.126758,1.162929,1.104252,1.12378,1.119556,1.105282	0.0,0.050428,0.050833,0.050675,0.050333,0.053268,0.050667,0.050625,0.050544,0.050885,0.05056,0.050393,0.050506,0.05041,0.050928,0.052654,0.050227,0.050479,0.050528,0.050334
CefwGo1JyfxO81zjQ9	40	40	0.0	0.0
Cp5Iej1PLP7jA6XBt8	40,307	40,16408,16408,1739,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976	0.0,0.005674	0.0,2.123222,0.00273,0.000011,0.003989,0.00448,0.219057,0.0204,0.227033,0.907356,0.00196,0.003656,0.003967,0.000105,0.33421,0.001524,0.002481,0.003739,0.002
Cptu3wPFNCroetMPi	40,264	40,16408,16408,3328,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.039805	0.0,0.83062,0.004829,0.000032,0.004014,0.005914,0.12299,0.216307,0.015296,0.00442,0.162218,0.115074,0.279738,0.002005,0.184238,0.060376,0.453329,0.00183,1.333784,0.120388
CTDoun2UCQFjQH56v7	40	40	0.0	0.0
CFJpxr4jqqX6yT1JUj	40	40	0.0	0.0
C31Jau1v6e3gu6H6bd	40	40	0.0	0.0
C4b7qpkLsmqK3BkJ6	40	40	0.0	0.0
CmjXt34oEhZUH3nwCb	40	40	0.0	0.0
CH2awJ3rtBaJ424eI1	40	40	0.0	0.0
CrFHpg25Pm3wFH7HVi	40	40	0.0	0.0
CZ4bdW3KqWp10dD0eb	40	40	0.0	0.0
CuhCLS3nVF1cYFB9si	40	40	0.0	0.0
CsVVBe2kVOcdGCTyRa	40	40	0.0	0.0
Cw5s562mlZSWH0c9a2	40	40	0.0	0.0
CrbZZq2ZYQuIwquuY4	40	40	0.0	0.0
Cg8zWY22A3HR98KNQl	40	40	0.0	0.0
CiYkFe1sKo2OPL3US3	40	40	0.0	0.0
CUKjNoIOykmZ8If31	40	40	0.0	0.0
CFqDTv2o0XmKHBvfPj	40	40	0.0	0.0
CKxTKv2RIcX12xhQh4	40	40	0.0	0.0
CncUIJ2yNez4wUgHX9	40	40	0.0	0.0
C7LRfE5VOeprQdTLe	40	40	0.0	0.0
CODEgj37iUcA988qZ	40	40	0.0	0.0
CXkmx92fEkJl9YvUg4	40	40	0.0	0.0
CPvYZB3trf35DHjxH9	40	40	0.0	0.0
CtvP0a44Cuh0YnT7a9	40	40	0.0	0.0
C15ihdhjmG6ZIHUyl	40	40	0.0	0.0
CRsfAU3LIuGNgqPf69	40	40	0.0	0.0
C9o80H3iuDuW6SoLIi	40	40	0.0	0.0
CDlHJU3zE60VG2olQ6	36,398,395,425,357	36,2920,5290,3731,5686	0.0,0.072865,0.199091,0.743575,3.083019	0.0,0.025273,0.02674,0.025343,0.025261
CiutSTMOK5pIonaC5	40	40	0.0	0.0
CSitZg4ZDGA9h8iXn1	40	40	0.0	0.0
C8cIT74vF5sKBMvxW	40	40	0.0	0.0
CGLXKEXStACzSuYy2	40	40	0.0	0.0
CwwfzJCiZD6Czg5Ak	40	40	0.0	0.0
CsHlXyc3tNLPEvr83	40	40	0.0	0.0
CSQX1w2HPgKrDlql97	40	40	0.0	0.0
CxnnID4IzJ33ZRTM03	36	36	0.0	0.0
Ce4SE2p7KRastLbug	40	40	0.0	0.0
CUYx7h2857QY5lPEf7	40	40	0.0	0.0
CLOsc41UDIopa1xqM4	40	40	0.0	0.0
C9RUpb2W8vtQqBIEn7	40	40	0.0	0.0
CF0wZu3a9w2Wz489yh	40	40	0.0	0.0
C2lmpa3qsj56sry4K7	40	40	0.0	0.0
CNLFyAmNF11DT15G1	36,901	36,265,22	0.0,0.144048	0.0,0.026946,1.999467
CZohKM3LPuvLDGpzFi	40	40	0.0	0.0
CxSKEm07e6YRPEHXi	40	40	0.0	0.0
Cns8sk3TspYS40OZHc	40	40	0.0	0.0
C9FVyb3gpTw2uJl7f2	40	40	0.0	0.0
CIySK9427NqvU1DSHb	40	40	0.0	0.0
CbsuTaj9cukZVE3ld	40	40	0.0	0.0
CDQUQ63zXoMhgisfsb	40,264	40,16408,16408,3328,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,0.042929	0.0,0.190219,0.095281,0.001696,0.008297,0.134945,0.123008,0.001724,0.000999,0.001064,0.001018,0.0324,0.011886,0.010644,0.003033,0.000989,0.066285,0.004776,0.116962,0.003972
C14HjD4MY7HBci9GPa	40	40	0.0	0.0
CoGmFYnbuZdHH7pn8	40	40	0.0	0.0
CNtlpT14NRXOvrJt2k	40	40	0.0	0.0
CEivmh3UR9DQVwdQNi	40	40	0.0	0.0
ChhFVj3EzDUws7kyrb	40	40	0.0	0.0
CGALQK2W4hMtm2S5Rb	40,416	40,2352	0.0,0.157271	0.0,0.073763
C4V9eZ1IaGMSwyHask	40	40	0.0	0.0
CfG4Og3OEFGVaulb6f	40,280	40,7288,7288,7288	0.0,0.042848	0.0,0.988351,0.658489,1.810265
Czr7Qj4fSnhzPatQ06	40	40	0.0	0.0
CDwtPp4LTcnI7cYXVd	40	40	0.0	0.0
CbK76O1IwaFtIep3q3	40	40	0.0	0.0
Cbg8OmtRqJN9DEhPl	40,192	40,1424,1424,1144	0.0,3.37215	0.0,0.035954,0.000037,0.000009
C689t53XvYoijjgNBl	40	40	0.0	0.0
CKw51l4WeEdyqGuPY5	40	40	0.0	0.0
CdYs5f3baECNKbbds5	40	40	0.0	0.0
Cn8aCa4NMK5Qa0MNZc	40	40	0.0	0.0
CVILVA3pjYBxt4dQFg	40	40	0.0	0.0
CvKb7JNaDdbeLSby2	40	40	0.0	0.0
CIYLsg32mzrnxKjYmj	40	40	0.0	0.0
CGPMFnO0a7xRdCBRj	36	36	0.0	0.0
Cak8jaIana3uMnjP2	40	40	0.0	0.0
Crzwzp2yL3ImNXamYj	40	40	0.0	0.0
CtV4Uai9ci5c51L02	40	40	0.0	0.0
Co46Ru4KGL3bhUPzvk	40	40	0.0	0.0
CV5JpA2YZWX3OGu5Ii	40	40	0.0	0.0
CKElpq455R3otJrWO3	40,307	40	0.0,0.010249	0.0
CXMeRq4IdrQK2F9n6	40	40	0.0	0.0
Cid8Fw78HbTQuNOH5	40	40	0.0	0.0
CPhHUc4Otng9hXR7ai	40	-	0.0	-
CjC4zQ1MLxPmKPPERg	40	40	0.0	0.0
CcIeLi3ORqaN04Uxch	40	40	0.0	0.0
CqcCQy2IngwiFpWqr	40	40	0.0	0.0
CGHVsq1wotZTOldXf8	40	40	0.0	0.0
Cdkl6u3Vb8enmsEVxd	40	40	0.0	0.0
CQLJPN3LAmvuhNAyK5	40	40	0.0	0.0
Ctql3m4nwcyrqs8j96	40	40	0.0	0.0
CirQxA2zEkOZyGQGkk	40	40	0.0	0.0
CzGWYi19dlX3DLHKv8	40	40	0.0	0.0
CIVZuv2BLjVmCRSMp8	40	40	0.0	0.0
CAA3Zk4YBdUMJjIw4a	40	40	0.0	0.0
CKlc0k2WWkp0izucUe	40	40	0.0	0.0
CWUkNllHXV1kD4bEe	40	40	0.0	0.0
CkpF2e3JUK6xDg7Il1	40	40	0.0	0.0
CiGdwffBWX2UjIqbe	40	40	0.0	0.0
CBYlWd2ODAqLG01E14	40	40	0.0	0.0
Ceo1RIvudtnmtwzvf	40	40	0.0	0.0
C5QA0vyTKx0CYDlO4	40	40	0.0	0.0
CFEihL3TNaMFyKUQC4	40	40	0.0	0.0
CrdNty2TgY5rBJ8Ap5	40	40	0.0	0.0
CVZTss4eYmvHt79xDb	40	40	0.0	0.0
CtkirQ2h5pY2jCwNO4	40	40	0.0	0.0
CzTkY62gvKv8j9t5jk	40	40	0.0	0.0
CLeN1GUBoAhX21ZEg	40	40	0.0	0.0
CWyz381sSJDwpBCFA7	40	40	0.0	0.0
CWDlwDzEixli50Ln8	40	40	0.0	0.0
C99VA52GPvDLVNSNr8	40	40	0.0	0.0
CgsKQH1EoCOxThnNtd	40	40	0.0	0.0
CEX1JG3l6qdDFhC6jd	40	40	0.0	0.0
Cy5FYG2ZLe9CPPo1g8	40	40	0.0	0.0
C2uWGj3JDBt0URTbr5	40	40	0.0	0.0
CNQbVF2LuxytZloKvg	40	40	0.0	0.0
CLpxZKS061OPQeTz7	40	40	0.0	0.0
CK56QM4eQLTweQUia	40	40	0.0	0.0
CL7svWS5KSiqhiWll	40	40	0.0	0.0
CbXJNu4ZpUhj6UJ988	40	40	0.0	0.0
Cqnhi3MDcG5WoJvA7	40,304	40	0.0,0.023212	0.0
CIJb4PPR4Pwmb1fYl	40	40	0.0	0.0
CwHIrU2UkiUovRq7Zg	40	40	0.0	0.0
C3tevRKVEVwVBWEu6	40	40	0.0	0.0
CFweQ71putyNtYb046	40	40	0.0	0.0
Ca6w2h2fG0GI1ammce	40	40	0.0	0.0
CKdIi2oOVjjKVbVsg	40	40	0.0	0.0
CUgFFo3Qjc6i84cAF1	40	40	0.0	0.0
CcBEWZ22YDlXtg2Vxb	40,280	40,543	0.0,0.011445	0.0,0.457286
Ctyg4N3un3nR1kSLa1	40	40	0.0	0.0
CzJjfb2i1vM2Uj0njd	40	40	0.0	0.0
Ct2Qti42FW1fCtsDXk	40	40	0.0	0.0
CPxk7p4CuS3yPUpaH5	40	40	0.0	0.0
Cr84rDlGvQtwUp76	40	40	0.0	0.0
CSy69g2f4kbqPytXWc	40	40	0.0	0.0
COXFBX2SNrPMvwsD17	40	40	0.0	0.0
C8yVR334qCX9C02m0h	40	40	0.0	0.0
CIRKYg1Rkz5ndn5TEi	40	40	0.0	0.0
CFO6bp47O1IMbSai36	36	36	0.0	0.0
CZo2Te18o01zvCZF05	40	40	0.0	0.0
CUMaHS1k3pMyGNMBU1	40	40	0.0	0.0
CfpGqlaxXvkqY7AAf	40	40	0.0	0.0
Ce5p9l1FRq0GBj0Eh9	40	40	0.0	0.0
CiL69w3MC6MNfsmWe3	40	40	0.0	0.0
C7ITCd2bkcpOTJkXBl	40	40	0.0	0.0
Cya9yF7s0j2p8N9l9	40	40	0.0	0.0
C7oeShFstDnonXUa1	40	40	0.0	0.0
CYs3uUcGNpmsUg4f3	40	40	0.0	0.0
CV8hWi2pv5OUMTMd06	40	40	0.0	0.0
CxmBDN2Fo6j6egInoh	40	40	0.0	0.0
CtHF4L3RNKLnKhJgAi	40	40	0.0	0.0
CrNf5egO8g9GpNtwi	40	40	0.0	0.0
C7aMoT3cfLArIxVSEd	40	40	0.0	0.0
C3QBIi3MQOlhgouQSf	40	40	0.0	0.0
Cf8zLv3sHDzHOBT8Ri	40	40	0.0	0.0
CbBlEs21MCg7rLcjik	40	40	0.0	0.0
CpMwHr4z9mNilpiHM9	40	-	0.0	-
CrOI8YnhgKVBJeVj2	40	40	0.0	0.0
CRceSw43cQ2g7iFeLc	40,416,1104	40,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1352,656	0.0,2.813994,0.608541	0.0,0.087112,0.000046,0.000011,0.001612,0.000021,0.000009,0.0013,0.000019,0.00001,0.000015,0.001218,0.052739,0.000047,0.099678
C1U71v1ZdUGdkC0qXj	40	40	0.0	0.0
C2xjDE2YaDsyVFvcv8	40	40	0.0	0.0
C9NTbdI6ZpilhceXh	40	40	0.0	0.0
CNMpmj2DZ9KrerJluj	40	40	0.0	0.0
C6Sseg1W2prrD5ouwf	40	40	0.0	0.0
ClDKCo2OCctH3Xeur3	40,302	40,996	0.0,0.006769	0.0,1.373234
CCY7wq2VqfgNQW4MHh	40	40	0.0	0.0
